oaID,OA21CD,GlobalID,lsoaID,lsoa21cd,lsoa21nm,msoaID,msoa21cd,msoa21nm,ladcd,ladnm,households,population,CHR,EYA,EE,EDU,FIN,FR,PHC,POS,RSPF,SER,SCL,totEmp_poiWeight,wpPop,wpPop_scaled2LsoaJob,primaryEdu,secondaryEdu,higherEdu,urbanType,popCentroid_x,popCentroid_y,LSOA11CD,imd10
480,E00029401,c6ab573e-275f-4a78-a8e8-52102df2a504,984,E01005806,Stockport 033A,101,E02001219,Stockport 033,E08000007,Stockport,128,301,0,0,0,0,0,2.623071065,0,3.169111426,10.21230436,1.251952514,0,14.08732794,207,259,0,1410,0,1,391334.577,385901.06,E01005806,9
481,E00025445,f7c6bfbe-1b26-4441-813e-50cc70aecdda,260,E01005027,Bury 011B,173,E02001029,Bury 011,E08000002,Bury,117,327,1.088399252,18.16873704,0,0,0.218732565,2.399950421,1.76974935,0.635243972,0.389111852,0,0,24.03468048,112,241,0,0,0,1,380476.539,409845.807,E01005027,2
482,E00024444,508b76ba-5d64-433a-b5c1-4387b1219178,64,E01004830,Bolton 026A,270,E02001009,Bolton 026,E08000001,Bolton,122,243,0,0,0,0,0,1.217815446,55.39459349,0,0.832447364,0,0,57.4448563,28,28,0,0,0,1,370125.162,407228.985,E01004830,1
483,E00026241,7b49b7d5-c60a-4436-8fd4-3ec123e9223c,394,E01005178,Manchester 030A,271,E02001074,Manchester 030,E08000003,Manchester,138,488,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,383984.629,394353.14,E01005178,2
484,E00028247,4a820001-e5c0-4fad-9f10-2aee3a0b005e,1701,E01034234,Rochdale 008H,222,E02001139,Rochdale 008,E08000005,Rochdale,149,563,0.965052801,0,0,0,0.159639007,2.066250271,3.016727212,0,0,0,2.747109187,8.954778478,140,140,0,0,0,1,390688.64,414215.816,E01033258,1
485,E00029214,03a13887-be84-4f5c-96c6-be6b4df7f9c7,952,E01005774,Stockport 028D,272,E02001214,Stockport 028,E08000007,Stockport,179,476,0,7.245966535,2.579080895,0,0,27.86678447,6.364744704,14.83501429,26.20558925,34.355479,7.446817132,112.064462,190,514,0,0,0,1,386336.169,388076.618,E01005774,2
486,E00168600,956a3559-1682-466f-8f6f-1a7687619807,1268,E01006091,Trafford 019A,273,E02001277,Trafford 019,E08000009,Trafford,112,325,0,0,0,0,0,0,0,0,1.319059022,0,0,1.319059022,0,0,0,0,0,1,376070.144,390154.872,E01006091,9
487,E00028110,68d4e4c9-e925-44ff-9ec9-1abd935dd247,749,E01005554,Rochdale 022F,75,E02001153,Rochdale 022,E08000005,Rochdale,182,491,0,25.07195066,0,51.13290676,0,0,0,11.00896224,17.69294277,0,1.221658832,95.11945902,147,294,840,0,0,1,385353.314,406888.484,E01005554,3
488,E00028120,a1361e64-0a16-428d-a304-b0953abaa50a,757,E01005562,Rochdale 014E,21,E02001145,Rochdale 014,E08000005,Rochdale,139,267,0,4.753218079,0,0,0,0,0,5.554935375,0,0.274071104,2.191316855,7.218606038,22,47,0,0,0,1,393684.653,411372.923,E01005562,4
489,E00026667,e874d23f-ace6-4564-8065-72aa5cd9c594,475,E01005267,Manchester 046B,274,E02001090,Manchester 046,E08000003,Manchester,127,309,0,0,0,0,0,0,0,0,0,0.880349396,0,0.880349396,1,2,0,0,0,1,382588.353,390273.211,E01005267,3
490,E00027392,e80b2542-f522-49ab-932b-35601a800ee7,609,E01005408,Oldham 020C,238,E02001117,Oldham 020,E08000004,Oldham,93,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,399249.702,403872.711,E01005408,9
491,E00029624,2f397140-7e23-4414-9cf1-0f6734e5fab3,1023,E01005845,Stockport 036B,275,E02001222,Stockport 036,E08000007,Stockport,127,358,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,1,384748.16,386109.199,E01005845,6
492,E00029674,f0e1346e-7635-4a03-a162-21d1a49834dc,1038,E01005860,Stockport 011C,37,E02001197,Stockport 011,E08000007,Stockport,109,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,388397.45,391203.412,E01005860,9
493,E00181648,25ce2f53-bc3c-472a-8dab-1d75d59660d2,1648,E01033983,Salford 021I,276,E02001177,Salford 021,E08000006,Salford,209,483,0,0,0,0,0,0,0,1.401937161,0,0,0,0,63,311,0,0,0,1,379747.445,398605.229,E01005720,2
494,E00026381,f38f06b7-38c1-40c0-b611-b3f3151cbd2a,424,E01005213,Manchester 059A,51,E02006916,Manchester 059,E08000003,Manchester,122,257,0,0,0,0,0,0,0,1.686863103,0,0,0,0,0,0,0,0,0,1,382720.385,396796.905,E01005213,1
495,E00031631,3d9b4ca6-ed6c-4bb3-a491-9f5c3f01447e,1419,E01006243,Wigan 023B,269,E02001309,Wigan 023,E08000010,Wigan,138,282,0,0,2.798372452,0,0,0,0,0,0.19317459,0,0,2.991547041,11,20,0,0,0,1,365665.57,403014.182,E01006243,8
496,E00030937,850fe438-a39b-4437-a5fb-c3cec7358a87,1281,E01006104,Trafford 017A,237,E02001275,Trafford 017,E08000009,Trafford,127,291,0,8.016452421,0,0,0,0,0,1.180943456,0,0,1.585665491,9.602117912,32,36,0,0,0,1,371573.016,391541.251,E01006104,3
497,E00025902,e57a8493-4d2e-40e9-8a53-3ac7ad7135aa,345,E01005120,Manchester 034B,209,E02001078,Manchester 034,E08000003,Manchester,132,359,0,0,0,0,0,0,0,0,0,0,1.239829785,1.239829785,25,26,0,0,0,1,386868.962,393149.557,E01005120,3
498,E00031430,7985e725-8fb4-4b26-84b8-eb6faaa241a9,1379,E01006203,Trafford 010E,83,E02001268,Trafford 010,E08000009,Trafford,115,268,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,375741.578,394363.364,E01006203,10
499,E00026457,9ae2faf7-ad6e-460c-bb80-b02dffcbbb6e,437,E01005226,Manchester 007D,85,E02001051,Manchester 007,E08000003,Manchester,145,401,0,0,0.288898453,0,0,1.588950845,10.54405723,0,0.391980782,0.096093732,0,12.90998104,41,70,0,0,0,1,387136.895,401825.578,E01005226,1
500,E00168595,fb7b1147-9a35-4e41-9a85-ac174af0749e,1268,E01006091,Trafford 019A,273,E02001277,Trafford 019,E08000009,Trafford,115,352,0,0,0,0,0,0,0,0,0,0.527231965,0,0.527231965,5,8,0,0,0,1,376343.471,389992.772,E01006091,9
501,E00026230,e7be2744-bcfa-4eed-a939-25d29281aeaf,397,E01005181,Manchester 030D,271,E02001074,Manchester 030,E08000003,Manchester,127,376,0,0,0,0,0,0,20.63748362,0,0,0,0,20.63748362,36,37,0,0,0,1,383311.514,393998.8,E01005181,3
502,E00028780,d40598fd-33dd-4610-9652-42eec34e2447,866,E01005683,Salford 017C,147,E02001173,Salford 017,E08000006,Salford,145,349,0,26.70073517,0.953113513,0,0,0,85.77880192,0,21.6100457,11.39414047,0,146.4368368,297,528,0,0,0,1,381522.626,399938.068,E01005683,1
503,E00026043,abc1111f-941e-46cf-b6b6-4b37a0d41b62,1669,E01034109,Manchester 008G,29,E02001052,Manchester 008,E08000003,Manchester,156,541,0,0,0,0,0,0,0,1.436108267,0.955506894,0,0,0.955506894,0,0,0,0,0,1,384643.931,401175.559,E01005146,2
504,E00171686,b70a0462-f41a-4610-9ad0-0ec5ac7b7803,146,E01004913,Bolton 024C,228,E02001007,Bolton 024,E08000001,Bolton,127,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,375791.964,407452.654,E01004913,4
505,E00027743,6759e2c8-7a75-4c92-b39e-13a65b1d2237,671,E01005476,Rochdale 017A,103,E02001148,Rochdale 017,E08000005,Rochdale,123,287,0,10.25992603,0,39.05930602,0,0,23.735744,0,0,0,0.794807696,73.84978374,52,113,364,0,0,1,387956.162,410522.083,E01005476,3
506,E00031692,78e67645-2064-4eb9-960c-e03895cc1373,1422,E01006246,Wigan 034A,43,E02001320,Wigan 034,E08000010,Wigan,126,293,0,0,0,0,0,0,0,16.1955284,0,0,0,0,2,2,0,0,0,1,367192.475,399564.459,E01006246,3
507,E00024836,0b312267-34cf-432f-b02e-90d380223b68,138,E01004905,Bolton 034C,277,E02001017,Bolton 034,E08000001,Bolton,130,322,0,0,0.328434425,0,0,2.211019398,0,0,0,0,1.019072051,3.558525875,37,49,0,0,0,1,375109.77,404936.232,E01004905,3
508,E00031864,baaa6652-01dc-4257-8a33-6de9229e1fd0,1466,E01006290,Wigan 022A,67,E02001308,Wigan 022,E08000010,Wigan,140,336,0,4.951504888,0,0,0.142462864,0.861595654,0,0,0.283280229,0,0,6.238843635,103,174,0,0,0,1,368713.047,403848.425,E01006290,8
509,E00025231,66ed428d-08cb-43ec-9a32-1748242a4030,220,E01004987,Bury 020C,62,E02001038,Bury 020,E08000002,Bury,119,242,0,0,0,0,0,0,0,0,0,0,0,0,198,214,0,0,0,1,380970.576,406786.688,E01004987,1
510,E00024547,b7bd6b31-ddd8-4506-8da3-70b6a4f4abcc,85,E01004851,Bolton 021D,278,E02001004,Bolton 021,E08000001,Bolton,138,245,0,0,1.784622645,0,0,10.75943112,0,0,0.064179017,0,3.599236838,16.20746962,59,75,0,0,0,1,370904.188,408358.341,E01004851,1
511,E00024203,1f85d542-4614-4c86-8d60-596883b106d5,17,E01004782,Bolton 009C,214,E02000992,Bolton 009,E08000001,Bolton,135,312,0,0,0.248149771,0,0,0,0,0,0.543183995,0,0,0.791333766,10,14,0,0,0,1,361657.729,410914.405,E01004782,4
512,E00031866,2022f78e-c46f-43a9-a4e8-d477b434d67e,1471,E01006295,Wigan 025C,6,E02001311,Wigan 025,E08000010,Wigan,127,257,0,0,0,0,0,0,34.92822463,5.110075477,0,0,0,34.92822463,13,27,0,0,0,1,369028.708,402350.778,E01006295,2
513,E00029648,07af140e-7df0-478a-a39d-f25e7cdc2452,1033,E01005855,Stockport 013C,279,E02001199,Stockport 013,E08000007,Stockport,113,265,0,88.27162203,0,38.79537496,0,0,7.75784888,2.96857435,0,1.708057035,0,136.5329029,79,91,450,0,0,1,386681.011,390675.185,E01005855,9
514,E00024742,3f849f2e-9af6-4c11-be2e-2e071b08aa52,124,E01004890,Bolton 004E,244,E02000987,Bolton 004,E08000001,Bolton,133,294,0,1.896606936,0,0,0,0,0,1.832054824,0,9.321740578,4.735657058,15.95400457,19,30,0,0,0,1,364093.655,411693.206,E01004890,4
515,E00030707,efd98f0d-db19-408f-8350-d0a488d2b026,1241,E01006064,Tameside 008B,280,E02001236,Tameside 008,E08000008,Tameside,119,247,0,0,0,0,0.159639007,1.756532077,0,0.611842363,0,0,0.537186427,2.453357512,21,37,0,0,5000,1,396131.157,399416.959,E01006064,1
516,E00029526,0655bf21-9336-4c1f-85bf-f3ba94507a1b,1011,E01005833,Stockport 021B,60,E02001207,Stockport 021,E08000007,Stockport,122,218,0,30.24723638,0,43.17762642,0,0,0,11.38090681,7.025648905,0,2.294014261,82.74452596,192,192,525,0,0,1,392258.927,388890.26,E01005833,3
517,E00030658,7aef74db-42f2-405f-8e3f-2c7a561acd19,1225,E01006048,Tameside 023B,123,E02001251,Tameside 023,E08000008,Tameside,128,262,0,0,0,0,0.159639007,4.737021321,0,1.958717981,0,0,0,4.896660328,1,7,0,0,0,1,399173.702,395652.456,E01006048,6
518,E00027714,26f8403e-1af7-4e13-ba92-dede4ea66491,674,E01005479,Rochdale 017D,103,E02001148,Rochdale 017,E08000005,Rochdale,133,391,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,388723.629,409412.179,E01005479,3
519,E00029107,ae91c77e-77ce-4d61-89ce-35ebfcf75aab,927,E01005748,Stockport 005D,189,E02001191,Stockport 005,E08000007,Stockport,120,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,394241.978,392028.434,E01005748,9
520,E00181412,c20b2c66-3a05-4c03-abfc-3a3bb27e4400,1503,E01006327,Wigan 033E,281,E02001319,Wigan 033,E08000010,Wigan,158,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,363221.43,399880.537,E01006327,1
521,E00026785,30dc08bd-e60b-433e-8bcb-3e2d4d9419e2,501,E01005295,Manchester 049E,117,E02001093,Manchester 049,E08000003,Manchester,136,311,0,0,0,0,0,0,111.7229046,4.129078325,0,0,3.195030384,114.917935,252,644,0,0,0,1,383226.386,388217.272,E01005295,4
522,E00030902,0dd4962a-b09c-48ee-8260-83514a643003,1275,E01006098,Trafford 014A,243,E02001272,Trafford 014,E08000009,Trafford,127,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,379239.4,390930.179,E01006098,10
523,E00029129,fc80c26d-aa4a-45e6-aad8-d823d36cf23c,930,E01005751,Stockport 009E,282,E02001195,Stockport 009,E08000007,Stockport,124,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,392466.022,391346.166,E01005751,4
524,E00032166,008ef33d-a1f6-4fd9-a0af-9a093a0457c8,1524,E01006348,Wigan 039E,138,E02001325,Wigan 039,E08000010,Wigan,204,460,0,0,2.513734655,41.00890993,0.282604542,0,5.124633219,15.07443974,3.034281251,4.3429962,10.64577385,66.95293365,98,263,404,0,0,1,361357.139,397499.782,E01006348,8
525,E00027150,d4ed2bc4-1673-43d8-9a9f-4c0afc8840a2,571,E01005366,Oldham 033B,98,E02001130,Oldham 033,E08000004,Oldham,110,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,390267.511,400987.404,E01005366,2
526,E00030179,d31086e0-b89e-4544-916a-ce56c8e42182,1135,E01005958,Tameside 005D,137,E02001233,Tameside 005,E08000008,Tameside,142,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,392661.996,400320.047,E01005958,2
527,E00024568,b196d6d3-49e9-428e-ac52-4ff498675237,81,E01004847,Bolton 025B,131,E02001008,Bolton 025,E08000001,Bolton,165,601,0,25.44019759,0,0,0,0.980920511,0,1.838669846,0,0,2.344335577,28.76545368,29,29,0,0,0,1,370981.83,407347.152,E01004847,2
528,E00030989,0540172c-c79a-4418-8d36-7173fa7e5495,1295,E01006118,Trafford 002C,176,E02001260,Trafford 002,E08000009,Trafford,116,231,0,0,0,0,0,0,0,3.899586707,7.025648905,0,0,7.025648905,4,6,0,0,0,1,376737.653,395936.654,E01006118,5
529,E00027803,6d7b81cd-295e-4698-bbf9-7ad1e33ad5ce,685,E01005490,Rochdale 005B,248,E02001136,Rochdale 005,E08000005,Rochdale,152,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,389731.116,415164.3,E01005490,1
530,E00026162,41dd5d6c-55da-40b2-8e80-6a1c788d0d10,383,E01005167,Manchester 008F,29,E02001052,Manchester 008,E08000003,Manchester,124,460,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,1,384747.046,401980.623,E01005167,1
531,E00027874,eaf6edf1-6235-42b8-86bd-c454ad01c237,702,E01005507,Rochdale 020E,197,E02001151,Rochdale 020,E08000005,Rochdale,145,311,0,0,1.195803753,0,0.159639007,0,0,0.692904262,0.231639497,0,0,1.587082257,11,22,0,0,0,1,386348.904,409865.083,E01005507,5
532,E00025581,fe83ae0e-e425-4f32-b830-e01cf2e0bc1f,287,E01005054,Bury 013B,283,E02001031,Bury 013,E08000002,Bury,139,342,0,2.770349989,1.007581549,0,0,18.85157253,0,11.59085225,0,2.91209724,0,25.54160131,38,63,0,0,0,1,380774.923,408061.156,E01005054,6
533,E00031043,14e24617-0a4f-4147-af08-20c8b94131a1,1309,E01006132,Trafford 007E,136,E02001265,Trafford 007,E08000009,Trafford,140,272,0,0,3.428751634,0,0.159639007,0.748412518,0,2.868616856,0,0,1.518956066,5.855759225,40,48,0,0,0,1,374400.389,393978.076,E01006132,6
534,E00031467,6289e2ce-19ac-4f64-8fdd-c1dc0b2891c9,1384,E01006208,Trafford 022D,146,E02001280,Trafford 022,E08000009,Trafford,125,332,0,11.21170271,0,0,0,0,0,3.424081959,0,8.987993076,0,20.19969579,34,141,0,0,0,1,379210.986,388271.521,E01006208,6
535,E00024376,8432bc25-e5c7-4440-ac10-f57bd6617cca,52,E01004817,Bolton 022E,284,E02001005,Bolton 022,E08000001,Bolton,158,449,15.08824425,19.93065697,0.415136093,0,0.319278014,24.37204557,0,1.725688847,36.42655351,52.70694401,0,149.2588584,1023,2048,0,0,0,1,372467.249,408035.792,E01004817,2
536,E00026809,21cc5685-f4fd-485d-9c96-76864d246395,501,E01005295,Manchester 049E,117,E02001093,Manchester 049,E08000003,Manchester,115,256,0,0,0,0,0,0,0,7.81802087,10.28750522,0,0,10.28750522,21,54,0,0,0,1,383558.395,388322.516,E01005295,4
537,E00029291,6d5c5c73-8074-42e2-86d1-b3f73d5fe079,957,E01005779,Stockport 022C,285,E02001208,Stockport 022,E08000007,Stockport,93,245,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,1,386870.934,388279.506,E01005779,5
538,E00026666,d36e71b6-44f3-45bc-a196-f5878d5febb3,470,E01005262,Manchester 044B,286,E02001088,Manchester 044,E08000003,Manchester,124,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,380695.158,390485.889,E01005262,2
539,E00026297,2a22a0ed-8642-452a-9545-394fd3b1f95e,409,E01005193,Manchester 021E,199,E02001065,Manchester 021,E08000003,Manchester,106,260,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,1,389676.56,395591.816,E01005193,2
540,E00028940,6cd2433f-4460-4797-bbe8-6669fd766364,896,E01005716,Salford 013A,27,E02001169,Salford 013,E08000006,Salford,167,419,3.329124821,0,4.657565108,0,0.159639007,1.517000322,8.384917899,0,0.431614512,0,0,18.47986167,91,207,0,0,0,1,372841.991,401773.789,E01005716,10
541,E00032134,7a18b6d7-ef9b-4305-be51-23aecc9ac5fd,1522,E01006346,Wigan 038E,58,E02001324,Wigan 038,E08000010,Wigan,147,305,0,0,0,0,0,0,0,4.492411965,0,0,0,0,2,6,0,0,0,1,360222.601,397504.875,E01006346,5
542,E00028638,77fe6c51-e61f-4c02-b780-6861376e0768,1649,E01033984,Salford 024E,219,E02001180,Salford 024,E08000006,Salford,92,203,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,1,380937,398846,E01005655,1
543,E00025762,f5e8bb6e-25e6-43b1-9c92-c6194eea0ac2,1618,E01033669,Manchester 015G,110,E02001059,Manchester 015,E08000003,Manchester,127,308,0,0,0.58593371,0,0.159639007,2.559635155,0,10.66738776,279.7528552,0.884558565,0,283.9426216,378,378,0,0,0,1,387587.818,398745.956,E01033669,1
544,E00026834,d61622be-d85d-4526-9f5e-d3b7bf69a4a1,508,E01005302,Manchester 028C,16,E02001072,Manchester 028,E08000003,Manchester,209,382,0,39.86981195,0,0,0,0,0,0,0,0,3.088602518,42.95841447,16,30,0,0,0,1,382764.555,395568.937,E01005302,3
545,E00030259,d3e9dc1e-76e6-4e00-9b4b-c9bfc256458f,1150,E01005973,Tameside 026A,128,E02001254,Tameside 026,E08000008,Tameside,120,269,0,0,0,0,0,0,0,1.660191696,0,0,0,0,0,0,0,0,0,1,393430.13,394904.201,E01005973,6
546,E00027372,1c2c9ee3-497f-45c4-9248-64e9f6ed2a49,1599,E01032922,Oldham 020E,238,E02001117,Oldham 020,E08000004,Oldham,127,320,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,1,400122.945,405572.306,E01032922,8
547,E00030929,5351fc35-3005-4ce6-a220-be882d5ccac1,1284,E01006107,Trafford 017D,237,E02001275,Trafford 017,E08000009,Trafford,118,203,0,0,0,0,0,0,0,2.786389054,0,0,0,0,198,464,0,0,0,1,372133.751,391638.037,E01006107,2
548,E00177721,749b6301-52ad-4878-b2d6-63c8e489c843,1176,E01005999,Tameside 011B,122,E02001239,Tameside 011,E08000008,Tameside,246,604,0,0,0,0,0,0,0,0,0,0,19.09689878,19.09689878,5,7,0,0,0,1,390181.091,397910.739,E01005999,2
549,E00028363,91ce3cba-f287-4992-905e-4bdb6a146712,793,E01005600,Salford 026B,287,E02001182,Salford 026,E08000006,Salford,137,295,0,0,0,0,0,0,0,0,0,0,0,0,14,59,0,0,0,1,377483.279,398204.375,E01005600,2
550,E00030500,3c23fd0d-3f1c-4e57-893b-23984ed91e7e,1197,E01006020,Tameside 018E,78,E02001246,Tameside 018,E08000008,Tameside,106,261,0,0,0,0,0,0,26.78604369,0,0,0,0,26.78604369,15,18,0,0,0,1,395363.464,397142.869,E01006020,3
551,E00024782,fd5e6f94-10ce-4ff1-821c-6dabd44de50b,133,E01004900,Bolton 030D,288,E02001013,Bolton 030,E08000001,Bolton,117,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,369048.418,407162.932,E01004900,6
552,E00026835,30943250-895a-4497-83a6-efdeed8413d7,508,E01005302,Manchester 028C,16,E02001072,Manchester 028,E08000003,Manchester,176,333,0,0,0,0,0,0,7.371557592,0.495864702,0,0,10.52072912,17.89228671,22,41,0,0,0,1,382539.554,395007.784,E01005302,3
553,E00029195,2cd9792b-9beb-4ddd-9958-c6dfc00b71f7,940,E01005762,Stockport 026B,255,E02001212,Stockport 026,E08000007,Stockport,120,193,0,0,0,0,0,0,15.55131616,0,0,0,0,15.55131616,32,65,0,0,0,1,388325.725,388924.654,E01005762,1
554,E00031017,40092c19-f84c-4600-9323-5876dee92925,1301,E01006124,Trafford 005C,145,E02001263,Trafford 005,E08000009,Trafford,129,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,374124.283,395382.574,E01006124,10
555,E00180836,7ca47772-48c3-4cb8-b955-1cf47111a741,1697,E01034137,Manchester 063C,289,E02006985,Manchester 063,E08000003,Manchester,132,468,0,0,0,32.25934651,0,0,5.759212442,33.60677342,12.25530232,0,0,50.27386128,118,166,330,0,0,1,387490.825,395064.567,E01005194,1
556,E00025533,bbb3bb0d-d971-4a8d-b118-d642b8cc0afa,281,E01005048,Bury 002D,290,E02001020,Bury 002,E08000002,Bury,144,380,0,0,0.388662841,33.08848841,0,0,0,1.986883383,0,0,0,33.47715125,54,129,245,0,0,1,377477.519,414835.012,E01005048,10
557,E00026515,5ff09964-153b-4340-92c2-a798d12bb0cc,448,E01005237,Manchester 022E,24,E02001066,Manchester 022,E08000003,Manchester,113,388,0,0,0,18.19879312,0,4.547731461,0,0,0,0,0,22.74652458,49,52,420,0,0,1,386769.437,395163.927,E01005237,2
558,E00168620,a5be4bc6-ff66-40fb-b39f-f0ea12421444,556,E01005351,Oldham 016B,158,E02001113,Oldham 016,E08000004,Oldham,54,317,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,1,391482.356,405539.158,E01005351,2
559,E00024528,467ecb5d-5aef-4081-94bd-62dbb8da4c74,77,E01004843,Bolton 018C,291,E02001001,Bolton 018,E08000001,Bolton,129,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,368835.762,409668.819,E01004843,9
560,E00025256,dcd61a92-c89c-484b-887a-7fe32014c73c,228,E01004995,Bury 018A,292,E02001036,Bury 018,E08000002,Bury,137,362,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,1,377076.186,407270.197,E01004995,7
561,E00030911,3eaee7d1-83a6-4a5d-8525-fc6b59315e37,1279,E01006102,Trafford 018A,31,E02001276,Trafford 018,E08000009,Trafford,111,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,379282.929,390552.705,E01006102,8
562,E00181780,e0e5cd66-9d93-4a1f-b3bf-b2a83be9f27e,257,E01005024,Bury 008E,247,E02001026,Bury 008,E08000002,Bury,127,535,0,0,0,0,0,0,11.09810297,0,0,0,0,11.09810297,78,125,0,0,0,1,380973.615,410411.114,E01005024,1
563,E00031859,e3aeed8d-279f-4c9e-a4f2-cebaf2fed7e8,1457,E01006281,Wigan 019D,139,E02001305,Wigan 019,E08000010,Wigan,176,428,0,0,0,0,0.159639007,0.399211836,0,1.615791095,0,0,0,0.558850843,6,27,0,0,0,1,364443.604,403106.586,E01006281,8
564,E00029962,23d36b43-15b5-43e8-bc71-595c9726464d,1094,E01005916,Stockport 007C,218,E02001193,Stockport 007,E08000007,Stockport,122,266,0,0,0,0,0,0,0,0,0,0,0.725026126,0.725026126,147,218,0,1150,0,1,388605.079,391565.028,E01005916,3
565,E00028138,443f3114-862d-4d05-bea0-727067a2dcf1,755,E01005560,Rochdale 013C,44,E02001144,Rochdale 013,E08000005,Rochdale,133,295,0,0,1.499399233,0,0,0,5.501090799,0,0,0,0,7.000490032,125,164,0,0,0,1,393097.24,411491.032,E01005560,6
566,E00029662,cc84cc9c-93d6-402d-ae79-b3aa3099ef62,1033,E01005855,Stockport 013C,279,E02001199,Stockport 013,E08000007,Stockport,104,344,0,0,0,0,0,0,0,0.984688431,0,0,0,0,0,0,0,0,0,1,387060.509,390358.768,E01005855,9
567,E00028299,65a7d70d-5fb9-4883-807b-c4c28b2adfb0,788,E01005595,Rochdale 004E,293,E02001135,Rochdale 004,E08000005,Rochdale,135,222,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,391596.042,415781.759,E01005595,1
568,E00031093,f206ef0b-fce0-46c2-94b0-0a6f13729b0d,1315,E01006138,Trafford 028E,258,E02001286,Trafford 028,E08000009,Trafford,127,342,0,0,0,34.2363395,0,0,0,0,0,0,0,34.2363395,36,97,210,0,0,1,379034.268,386799.513,E01006138,7
569,E00181568,d4e609bb-8cfe-4e6e-9f18-4a4a58327181,1597,E01032915,Salford 036C,179,E02006962,Salford 036,E08000006,Salford,201,392,0,0,0,0,0,0,0,0,0,18.6004611,0,18.6004611,56,95,0,0,0,1,382307.932,397380.99,E01032915,1
570,E00028315,f1b40c32-d0bb-4e32-9d66-8df0e883a0e6,788,E01005595,Rochdale 004E,293,E02001135,Rochdale 004,E08000005,Rochdale,105,151,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,391868.3,415680.166,E01005595,1
571,E00029022,63424296-dbf7-4ee9-9b3d-26052247204f,908,E01005729,Salford 025A,25,E02001181,Salford 025,E08000006,Salford,148,277,0,0,0,0,0,0,0,0,0.064179017,0,0,0.064179017,34,43,0,0,0,1,376015.08,398450.737,E01005729,1
572,E00180883,6c111087-aa0a-4b62-bdc2-885e3e348887,1695,E01034135,Manchester 062A,294,E02006984,Manchester 062,E08000003,Manchester,102,196,0,0,0,0,0,0,0,0,0,0,0,0,39,72,0,0,0,1,385646.652,398398.67,E01033663,3
573,E00024228,ce50ceeb-c1e3-4470-9bfb-2f100347d8d4,10,E01004775,Bolton 014A,86,E02000997,Bolton 014,E08000001,Bolton,152,335,0,0,3.327592813,0,0,0,27.80760632,1.754123514,0,0,1.736200577,32.87139971,91,262,0,0,0,1,365116.391,407451.918,E01004775,7
574,E00029802,4c6cc1fb-5790-4262-b828-a613bc90cfe9,1062,E01005884,Stockport 020D,229,E02001206,Stockport 020,E08000007,Stockport,123,315,0,0,1.005199237,0,0,0,0,2.275212444,0,29.61154878,0,30.61674802,27,27,0,0,0,1,394582.758,389091.436,E01005884,10
575,E00026176,9cee84d6-1a8d-4283-9a98-96a579498eac,391,E01005175,Manchester 043D,213,E02001087,Manchester 043,E08000003,Manchester,115,277,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,1,385460.07,391546.379,E01005175,5
576,E00030221,98fc1302-d7fe-4942-b36d-638cd99ff505,1141,E01005964,Tameside 019B,295,E02001247,Tameside 019,E08000008,Tameside,121,291,0,0,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,1,391963.9,396822.167,E01005964,5
